ac_code	description	item_group	base_uom
HOK-1023 (S)	HOK-COTY B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1023 (SK)	HOK-COTY B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1023 (SP)	HOK-COTY B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1023 (SS)	HOK-COTY B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1030 (HF)(W) (K)	HOK-TIFANNY 2.0 (F) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1030 (HF)(W) (Q)	HOK-TIFANNY 2.0 (F) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1030 (HF)(W) (S)	HOK-TIFANNY 2.0 (F) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1030 (HF)(W) (SK)	HOK-TIFANNY 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1030 (HF)(W) (SP)	HOK-TIFANNY 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1030 (HF)(W) (SS)	HOK-TIFANNY 2.0 (F) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1030 (K)	HOK-TIFANNY B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1030 (Q)	HOK-TIFANNY B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1030 (S)	HOK-TIFANNY B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1030 (SK)	HOK-TIFANNY B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1030 (SP)	HOK-TIFANNY B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1030 (SS)	HOK-TIFANNY B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1041 (K)	HOK-VICTORIA B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1041 (Q)	HOK-VICTORIA B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1041 (S)	HOK-VICTORIA B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1041 (SK)	HOK-VICTORIA B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1041 (SP)	HOK-VICTORIA B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1041 (SS)	HOK-VICTORIA B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1051 (K)	HOK-STAR B/FRAME(K) (183X190CM)	BEDFRAME	SET
HOK-1051 (Q)	HOK-STAR B/FRAME(Q) (152X190CM)	BEDFRAME	SET
HOK-1051 (S)	HOK-STAR B/FRAME(S) (90X190CM)	BEDFRAME	SET
HOK-1051 (SK)	HOK-STAR B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1051 (SP)	HOK-STAR B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1051 (SS)	HOK-STAR B/FRAME(SS) (107X190CM)	BEDFRAME	SET
HOK-1052 (K)	HOK-CASUAL B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1052 (Q)	HOK-CASUAL B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1052 (S)	HOK-CASUAL B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1052 (SK)	HOK-CASUAL B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1052 (SP)	HOK-CASUAL B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1052 (SS)	HOK-CASUAL B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-1056 (K)	HOK-FLAT B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-1056 (Q)	HOK-FLAT B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-1056 (S)	HOK-FLAT B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-1056 (SK)	HOK-FLAT B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-1056 (SP)	HOK-FLAT B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-1056 (SS)	HOK-FLAT B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2003 (K)	HOK-ELEPHANE B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2003 (Q)	HOK-ELEPHANE B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2003 (S)	HOK-ELEPHANE B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2003 (SK)	HOK-ELEPHANE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2003 (SP)	HOK-ELEPHANE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2003 (SS)	HOK-ELEPHANE B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-2006(A) (K)	HOK-REGAL (A) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2006(A) (Q)	HOK-REGAL (A) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2006(A) (S)	HOK-REGAL (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2006(A) (SK)	HOK-REGAL (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2006(A) (SP)	HOK-REGAL (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2006(A) (SS)	HOK-REGAL (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-2008(A) (K)	HOK-TRION (A) (HB STR) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2008(A) (Q)	HOK-TRION (A) (HB STR) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2008(A) (S)	HOK-TRION (A) (HB STR) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-2008(A) (SK)	HOK-TRION (A) (HB STR) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2008(A) (SP)	HOK-TRION (A) (HB STR) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2008(A) (SS)	HOK-TRION (A) (HB STR) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2009(A) (K)	HOK-TRION (A) B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2009(A) (Q)	HOK-TRION (A) B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2009(A) (S)	HOK-TRION (A) B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-2009(A) (SK)	HOK-TRION (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2009(A) (SP)	HOK-TRION (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2009(A) (SS)	HOK-TRION (A) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2010(A) (K)	HOK-TRION (A) WITHOUT PIPING B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2010(A) (Q)	HOK-TRION (A) WITHOUT PIPING B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2010(A) (S)	HOK-TRION (A) WITHOUT PIPING B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-2010(A) (SK)	HOK-TRION (A) WITHOUT PIPING B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2010(A) (SP)	HOK-TRION (A) WITHOUT PIPING B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2010(A) (SS)	HOK-TRION (A) WITHOUT PIPING B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2011(A) (K)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2011(A) (Q)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2011(A) (S)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-2011(A) (SK)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2011(A) (SP)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2011(A) (SS)	HOK-TRION (A) NO PIPING (HB STR)B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2023 (K)	HOK-CODY ADJUSTABLE BED (KING) (S+S) (183X190CM)	BEDFRAME	SET
HOK-2023 (S)	HOK-CODY ADJUSTABLE BED (S) (90X190CM)	BEDFRAME	SET
HOK-2027 (K)	HOK-BREEVA (W) B/FRAME(K) (183X190CM)	BEDFRAME	SET
HOK-2027 (Q)	HOK-BREEVA (W) B/FRAME(Q) (152X190CM)	BEDFRAME	SET
HOK-2027 (S)	HOK-BREEVA (W) B/FRAME(S) (90X190CM)	BEDFRAME	SET
HOK-2027 (SK)	HOK-BREEVA (W) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2027 (SP)	HOK-BREEVA (W) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2027 (SS)	HOK-BREEVA (W) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
HOK-2033 (HF)(W) (K)	HOK-JACOB 2.0 (F) B/FRAME(K) (183x190CM)	BEDFRAME	SET
HOK-2033 (HF)(W) (Q)	HOK-JACOB 2.0 (F) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
HOK-2033 (HF)(W) (S)	HOK-JACOB 2.0 (F) B/FRAME(S) (90x190CM)	BEDFRAME	SET
HOK-2033 (HF)(W) (SK)	HOK-JACOB 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2033 (HF)(W) (SP)	HOK-JACOB 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2033 (HF)(W) (SS)	HOK-JACOB 2.0 (F) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
HOK-2033 (K)	HOK-JACOB B/FRAME (K) (183x190CM)	BEDFRAME	SET
HOK-2033 (Q)	HOK-JACOB B/FRAME (Q) (152x190CM)	BEDFRAME	SET
HOK-2033 (S)	HOK-JACOB B/FRAME (S) (90x190CM)	BEDFRAME	SET
HOK-2033 (SK)	HOK-JACOB B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2033 (SP)	HOK-JACOB B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2033 (SS)	HOK-JACOB B/FRAME (SS) (107x190CM)	BEDFRAME	SET
HOK-2038 (A) (K)	HOK-CELENE (A) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-2038 (A) (Q)	HOK-CELENE (A) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-2038 (A) (S)	HOK-CELENE (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2038 (A) (SK)	HOK-CELENE (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2038 (A) (SP)	HOK-CELENE (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2038 (A) (SS)	HOK-CELENE (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (K)	HOK-CELENE 2.0 (A)(F) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (Q)	HOK-CELENE 2.0 (A)(F) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (S)	HOK-CELENE 2.0 (A)(F) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (SK)	HOK-CELENE 2.0 (A)(F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (SP)	HOK-CELENE 2.0 (A)(F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2038 (A)(HF)(W) (SS)	HOK-CELENE 2.0 (A)(F) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (K)	HOK-ELEGANT 2.0 (A)(F) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (Q)	HOK-ELEGANT 2.0 (A)(F) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (S)	HOK-ELEGANT 2.0 (A)(F) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (SK)	HOK-ELEGANT 2.0 (A)(F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (SP)	HOK-ELEGANT 2.0 (A)(F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2041 (A) (HF)(W) (SS)	HOK-ELEGANT 2.0 (A)(F) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
HOK-2041 (A) (K)	HOK-ELEGANT (A) B/FRAME (K) (183X190CM)	BEDFRAME	SET
HOK-2041 (A) (Q)	HOK-ELEGANT (A) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
HOK-2041 (A) (S)	HOK-ELEGANT (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
HOK-2041 (A) (SK)	HOK-ELEGANT (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-2041 (A) (SP)	HOK-ELEGANT (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
HOK-2041 (A) (SS)	HOK-ELEGANT (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
HOK-2049 (K)	HOK-FENRIR ADJUSTABLE BED (KING) (S+S) (183X190CM)	BEDFRAME	SET
HOK-2049 (S)	HOK-FENRIR ADJUSTABLE BED (S) (90X190CM)	BEDFRAME	SET
HOK-5530 SOFA	HOK SOFA - 5530	SOFA	SET
HOK-5531 SOFA	HOK SOFA - 5531	SOFA	SET
HOK-5535 SOFA	HOK SOFA - 5535	SOFA	SET
HOK-5536 SOFA	HOK SOFA - 5536	SOFA	SET
HOK-5537 SOFA	HOK SOFA - 5537	SOFA	SET
HOK-5540 SOFA	HOK SOFA - 5540	SOFA	SET
HOK-5543 HEADREST	HOK HEADREST -5543	SOFA	UNIT
HOK-5543 LONG PILLOW	HOK LONG PILLOW - 5543	SOFA	UNIT
HOK-5543 SOFA	HOK SOFA - 5543	SOFA	SET
HOK-5562 SOFA	HOK SOFA - 5562	SOFA	SET
HOK-DIVAN ONLY (K)	HOK-DIVAN ONLY (K) (183x190CM)	BEDFRAME	SET
HOK-DIVAN ONLY (Q)	HOK-DIVAN ONLY (Q) (152X190CM)	BEDFRAME	SET
HOK-DIVAN ONLY (S)	HOK- DIVAN ONLY (S) (90x190CM)	BEDFRAME	SET
HOK-DIVAN ONLY (SK)	HOK-DIVAN ONLY (SUPER KING) (200X200CM)	BEDFRAME	SET
HOK-DIVAN ONLY (SP)	HOK-DIVAN ONLY (SPECIAL SIZE)	BEDFRAME	SET
HOK-HEADBOARD ONLY (K)	HOK-HEADBOARD ONLY (K) (183X190CM)	BEDFRAME	UNIT
HOK-HEADBOARD ONLY (Q)	HOK-HEADBOARD ONLY (Q) (152X190CM)	BEDFRAME	UNIT
HOK-HEADBOARD ONLY (S)	HOK-HEADBOARD ONLY (S) (90X190CM)	BEDFRAME	UNIT
HOK-HEADBOARD ONLY (SP)	HOK-HEADBOARD ONLY (SPCIAL SIZE)	BEDFRAME	SET
HOK-HEADBOARD ONLY (SS)	HOK-HEADBOARD ONLY (SS) (107X190CM)	BEDFRAME	UNIT
HOK-LONG PILLOW	HOK-LONG PILLOW (12"X28")	SOFA	UNIT
HOK-SQUARE PILLOW	HOK- SQUARE PILLOW (16"X16") (CUSTOM)	SOFA	UNIT
HOK-STOOL	HOK- STOOL	SOFA	UNIT
JM-BAMBOO JACQUARD WP MP (K)	JM-BAMBOO WATERPROOF MATTRESS PROTECTOR (K)	ACC	UNIT
JM-BAMBOO JACQUARD WP MP (Q)	JM-BAMBOO WATERPROOF MATTRESS PROTECTOR (Q)	ACC	UNIT
JM-BAMBOO JACQUARD WP MP (S)	JM-BAMBOO WATERPROOF MATTRESS PROTECTOR (S)	ACC	UNIT
JM-BAMBOO JACQUARD WP MP (SK)	JM-BAMBOO WATERPROOF MATTRESS PROTECTOR (SK)	ACC	UNIT
JM-BAMBOO JACQUARD WP MP (SS)	JM-BAMBOO WATERPROOF MATTRESS PROTECTOR (SS)	ACC	UNIT
JM-CL JAC WP MP (K)	JM-COOLING JAC. WATERPROOF MATT PROTECTOR (K)	ACC	UNIT
JM-CL JAC WP MP (Q)	JM-COOLING JAC. WATERPROOF MATT PROTECTOR (Q)	ACC	UNIT
JM-CL JAC WP MP (S)	JM-COOLING JAC. WATERPROOF MATT PROTECTOR (S)	ACC	UNIT
JM-CL JAC WP MP (SK)	JM-COOLING JAC. WATERPROOF MATT PROTECTOR (SK)	ACC	UNIT
JM-CL JAC WP MP (SS)	JM-COOLING JAC. WATERPROOF MATT PROTECTOR (SS)	ACC	UNIT
LV-3068 BOLSTER	LV BOLSTER - 3068	SOFA	UNIT
LV-3068 SOFA	LV SOFA - 3068	SOFA	SET
MAJ-DINING CHAIR	MAJESTIC DINING CHAIR	DINING	PCS
MAJ-DINING LEG	MAJESTIC DINING LEG	DINING	UNIT
MAJ-TABLE TOP	MAJESTIC TABLE TOP	DINING	UNIT
MDS-SOFA	MDS MODERN SOFA	SOFA	SET
Miscellaneous	Miscellaneous	OTHER	UNIT
MN-DINING CHAIR	M&N DINING CHAIR	DINING	UNIT
MN-TABLE	M&N TABLE	DINING	UNIT
MYLATEX AURORA (K)	MYLATEX AURORA (KING) (25CM)	MATTRESS	UNIT
MYLATEX AURORA (Q)	MYLATEX AURORA (QUEEN) (25CM)	MATTRESS	UNIT
MYLATEX AURORA (S)	MYLATEX AURORA (SINGLE) (25CM)	MATTRESS	UNIT
MYLATEX AURORA (SK)	MYLATEX AURORA (SUPER KING)  (200X200X25CM)	MATTRESS	UNIT
MYLATEX AURORA (SP)	MYLATEX AURORA (SPECIAL SIZE)	MATTRESS	UNIT
MYLATEX AURORA (SS)	MYLATEX AURORA (SUPER SINGLE) (25CM)	MATTRESS	UNIT
MYLATEX BACKSHIRE (K)	MYLATEX BACKSHIRE (KING) (30CM)	MATTRESS	UNIT
MYLATEX BACKSHIRE (Q)	MYLATEX BACKSHIRE (QUEEN) (30CM)	MATTRESS	UNIT
MYLATEX BACKSHIRE (S)	MYLATEX BACKSHIRE (SINGLE) (30CM)	MATTRESS	UNIT
MYLATEX BACKSHIRE (SK)	MYLATEX BACKSHIRE (SUPER KING)  (200X200X30CM)	MATTRESS	UNIT
MYLATEX BACKSHIRE (SS)	MYLATEX BACKSHIRE (SUPER SINGLE) (30CM)	MATTRESS	UNIT
MYLATEX BACKTON (K)	MYLATEX BACKTON (KING) (35CM)	MATTRESS	UNIT
MYLATEX BACKTON (Q)	MYLATEX BACKTON (QUEEN) (35CM)	MATTRESS	UNIT
MYLATEX BACKTON (S)	MYLATEX BACKTON (SINGLE) (35CM)	MATTRESS	UNIT
MYLATEX BACKTON (SK)	MYLATEX BACKTON (SUPER KING)  (200X200X35CM)	MATTRESS	UNIT
MYLATEX BACKTON (SS)	MYLATEX BACKTON (SUPER SINGLE) (35CM)	MATTRESS	UNIT
MYLATEX CELESTIA (K)	MYLATEX CELESTIA (KING) (40CM)	MATTRESS	UNIT
MYLATEX CELESTIA (Q)	MYLATEX CELESTIA (QUEEN) (40CM)	MATTRESS	UNIT
MYLATEX CELESTIA (S)	MYLATEX CELESTIA (SINGLE) (40CM)	MATTRESS	UNIT
MYLATEX CELESTIA (SK)	MYLATEX CELESTIA (SUPER KING)  (200X200X40CM)	MATTRESS	UNIT
MYLATEX CELESTIA (SS)	MYLATEX CELESTIA (SUPER SINGLE) (40CM)	MATTRESS	UNIT
MYLATEX CRESTLAKE (K)	MYLATEX CRESTLAKE (KING) (30CM)	MATTRESS	UNIT
MYLATEX CRESTLAKE (Q)	MYLATEX CRESTLAKE (QUEEN) (30CM)	MATTRESS	UNIT
MYLATEX CRESTLAKE (S)	MYLATEX CRESTLAKE (SINGLE) (30CM)	MATTRESS	UNIT
MYLATEX CRESTLAKE (SK)	MYLATEX CRESTLAKE (SUPER KING)  (200X200X30CM)	MATTRESS	UNIT
MYLATEX CRESTLAKE (SS)	MYLATEX CRESTLAKE (SUPER SINGLE) (30CM)	MATTRESS	UNIT
MYLATEX LUMBARIA (K)	MYLATEX LUMBARIA (KING) (25CM)	MATTRESS	UNIT
MYLATEX LUMBARIA (Q)	MYLATEX LUMBARIA (QUEEN) (25CM)	MATTRESS	UNIT
MYLATEX LUMBARIA (S)	MYLATEX LUMBARIA (SINGLE) (25CM)	MATTRESS	UNIT
MYLATEX LUMBARIA (SK)	MYLATEX LUMBARIA (SUPER KING)  (200X200X25CM)	MATTRESS	UNIT
MYLATEX LUMBARIA (SS)	MYLATEX LUMBARIA (SUPER SINGLE) (25CM)	MATTRESS	UNIT
MYLATEX VELVETON (K)	MYLATEX VELVETON (KING) (35CM)	MATTRESS	UNIT
MYLATEX VELVETON (Q)	MYLATEX VELVETON (QUEEN) (35CM)	MATTRESS	UNIT
MYLATEX VELVETON (S)	MYLATEX VELVETON (SINGLE) (35CM)	MATTRESS	UNIT
MYLATEX VELVETON (SK)	MYLATEX VELVETON (SUPER KING)  (200X200X35CM)	MATTRESS	UNIT
MYLATEX VELVETON (SS)	MYLATEX VELVETON (SUPER SINGLE) (35CM)	MATTRESS	UNIT
MYLATEX-CS MATT COVER (K)	MYLATEX COOL SILK MATTRESS COVER (KING)	ACC	UNIT
MYLATEX-FOOTREST	MYLATEX-FOOTREST 183CM	OTHER	UNIT
NB- DIVAN ONLY (SS)	NB-DIVAN ONLY (SS) (107x190CM)	BEDFRAME	SET
NB-DIVAN ONLY	NB-DIVAN ONLY	BEDFRAME	SET
NB-DIVAN ONLY (K)	NB-DIVAN ONLY(K) (183x190CM)	BEDFRAME	SET
NB-DIVAN ONLY (Q)	NB-DIVAN ONLY(Q) (152X190CM)	BEDFRAME	SET
NB-DIVAN ONLY (S)	NB- DIVAN ONLY (S) (90x190CM)	BEDFRAME	SET
NB-DIVAN ONLY (SK)	NB-DIVAN ONLY (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-DIVAN ONLY (SP)	NB-DIVAN ONLY (SPECIAL SIZE)	BEDFRAME	SET
NB-DOUBLE DACKER (DDB002)	NB-DOUBLE DACKER SINGLE (DDB002)	BEDFRAME	SET
NB-DOUBLE DACKER(DDB002)	NB-DOUBLE DACKER(DDB002) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-HEADBOARD ONLY (K)	NB-HEADBOARD ONLY (K) (183X190CM)	BEDFRAME	UNIT
NB-HEADBOARD ONLY (Q)	NB-HEADBOARD ONLY (Q) (152X190CM)	BEDFRAME	UNIT
NB-HEADBOARD ONLY (S)	NB-HEADBOARD ONLY (S) (90X190CM)	BEDFRAME	UNIT
NB-HEADBOARD ONLY (SS)	NB-HEADBOARD ONLY (SS) (107X190CM)	BEDFRAME	UNIT
NB-KHA01(K)	NB-EIGMA B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHA01(Q)	NB-EIGMA B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHA01(S)	NB-EIGMA B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHA01(SS)	NB-EIGMA B/FRAME(AA) (107X190CM)	BEDFRAME	SET
NB-KHA07(K)	NB-AUTSPRING B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHA07(Q)	NB-AUTSPRING B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHA07(S)	NB-AUTSPRING B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHA07(SS)	NB-AUTSPRING B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHB 02 (K)	NB-ZEN B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-KHB 02 (Q)	NB-ZEN B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-KHB 02 (S)	NB-ZEN B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-KHB 02 (SS)	NB-ZEN B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-KHB(C)-00 (K)	NB-KHB(C)-00 B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHB(C)-00 (Q)	NB-KHB(C)-00 B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHB(C)-00 (S)	NB-KHB(C)-00 B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHB(C)-00 (SS)	NB-KHB(C)-00 B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHC07 (K)	NB-OLDTOWN B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-KHC07 (Q)	NB-OLDTOWN B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-KHC08 (K)	NB-BEARBRICK B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-KHC08 (Q)	NB-BEARBRICK B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-KHJ01 (SK)	NB-FLAT B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ01 (SP)	NB-FLAT B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ01(K)	NB-FLAT B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ01(Q)	NB-FLAT B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ01(S)	NB-FLAT B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ01(SS)	NB-FLAT B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ02 (SK)	NB-CASUAL B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ02 (SP)	NB-CASUAL B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ02(K)	NB-CASUAL B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ02(Q)	NB-CASUAL B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ02(S)	NB-CASUAL B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ02(SS)	NB-CASUAL B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ05 (SK)	NB-STAR B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ05 (SP)	NB-STAR B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ05(K)	NB-STAR B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ05(Q)	NB-STAR B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ05(S)	NB-STAR B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ05(SS)	NB-STAR B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ06 (SK)	NB-SIMPLE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ06 (SP)	NB-SIMPLE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ06(K)	NB-SIMPLE B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ06(Q)	NB-SIMPLE B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ06(S)	NB-SIMPLE B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ06(SS)	NB-SIMPLE B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ19 (K)	NB-KHJ19(A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-KHJ19 (Q)	NB-KHJ19(A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
